event_id,user_id,event_date,time,event_name,feature_name,session_duration_min
4118,644,2025-07-12,5:35:57,Feature Use,Collaboration,12
4119,645,2025-07-27,12:01:33,Signup,,0
4120,646,2025-03-08,10:07:32,Signup,,0
4121,646,2025-03-08,10:07:32,Email Verification,,0
4122,646,2025-03-09,10:07:32,First Product Use,,13
4123,646,2025-04-12,10:07:32,Feature Use,Notifications,5
4124,646,2025-03-30,10:07:32,Feature Use,Export,8
4125,646,2025-04-18,10:07:32,Feature Use,Reports,38
4126,646,2025-04-11,10:07:32,Feature Use,Automation,5
4127,646,2025-04-22,10:07:32,Feature Use,Reports,2
4128,647,2025-01-04,8:13:10,Signup,,0
4129,647,2025-01-07,8:13:10,Email Verification,,0
4130,647,2025-01-10,8:13:10,First Product Use,,12
4131,647,2025-01-28,8:13:10,Feature Use,Reports,41
4132,647,2025-03-01,8:13:10,Feature Use,Dashboard,10
4133,647,2025-02-01,8:13:10,Feature Use,Notifications,2
4134,647,2025-01-21,8:13:10,Feature Use,Reports,28
4135,647,2025-01-28,8:13:10,Feature Use,Collaboration,26
4136,647,2025-01-20,8:13:10,Feature Use,Export,27
4137,647,2025-01-25,8:13:10,Feature Use,Notifications,31
4138,647,2025-01-11,8:13:10,Purchase,,0
4139,648,2025-02-28,8:28:41,Signup,,0
4140,648,2025-03-02,8:28:41,Email Verification,,0
4141,648,2025-03-08,8:28:41,First Product Use,,24
4142,648,2025-04-18,8:28:41,Feature Use,Notifications,3
4143,648,2025-05-02,8:28:41,Feature Use,Notifications,16
4144,648,2025-04-26,8:28:41,Feature Use,Automation,27
4145,648,2025-05-02,8:28:41,Feature Use,Integrations,25
4146,648,2025-04-11,8:28:41,Feature Use,Reports,25
4147,648,2025-04-02,8:28:41,Feature Use,Dashboard,23
4148,648,2025-03-13,8:28:41,Purchase,,0
4149,648,2025-04-17,8:28:41,Subscription Renewal,,0
4150,649,2025-11-18,9:05:13,Signup,,0
4151,649,2025-11-18,9:05:13,Email Verification,,0
4152,649,2025-11-23,9:05:13,First Product Use,,20
4153,649,2025-12-22,9:05:13,Feature Use,Dashboard,18
4154,649,2026-01-17,9:05:13,Feature Use,Automation,3
4155,649,2025-12-08,9:05:13,Feature Use,Integrations,13
4156,649,2026-01-08,9:05:13,Feature Use,Notifications,13
4157,649,2026-01-12,9:05:13,Feature Use,Integrations,18
4158,649,2026-01-03,9:05:13,Feature Use,Dashboard,7
4159,649,2026-01-16,9:05:13,Feature Use,Dashboard,27
4160,649,2025-11-23,9:05:13,Feature Use,Collaboration,41
4161,650,2025-07-10,1:13:25,Signup,,0
4162,650,2025-07-14,1:13:25,Email Verification,,0
4163,651,2025-04-24,9:30:44,Signup,,0
4164,651,2025-04-27,9:30:44,Email Verification,,0
4165,651,2025-05-04,9:30:44,First Product Use,,20
4166,651,2025-06-13,9:30:44,Feature Use,Collaboration,12
4167,651,2025-06-27,9:30:44,Feature Use,Collaboration,44
4168,651,2025-06-19,9:30:44,Feature Use,Integrations,15
4169,651,2025-06-12,9:30:44,Feature Use,Reports,34
4170,651,2025-06-25,9:30:44,Feature Use,Dashboard,24
4171,651,2025-05-10,9:30:44,Feature Use,Integrations,16
4172,651,2025-05-12,9:30:44,Feature Use,Notifications,38
4173,652,2025-07-12,6:34:11,Signup,,0
4174,653,2025-11-07,6:24:33,Signup,,0
4175,653,2025-11-10,6:24:33,Email Verification,,0
4176,653,2025-11-12,6:24:33,First Product Use,,17
4177,653,2025-12-18,6:24:33,Feature Use,Reports,41
4178,653,2026-01-10,6:24:33,Feature Use,Automation,6
4179,653,2025-12-04,6:24:33,Feature Use,Dashboard,8
4180,653,2025-11-15,6:24:33,Feature Use,Export,9
4181,653,2025-12-12,6:24:33,Feature Use,Collaboration,30
4182,653,2025-11-20,6:24:33,Feature Use,Notifications,7
4183,653,2025-11-25,6:24:33,Purchase,,0
4184,654,2025-06-03,3:55:31,Signup,,0
4185,654,2025-06-06,3:55:31,Email Verification,,0
4186,655,2025-02-12,5:55:05,Signup,,0
4187,655,2025-02-14,5:55:05,Email Verification,,0
4188,655,2025-02-21,5:55:05,First Product Use,,12
4189,655,2025-03-19,5:55:05,Feature Use,Notifications,5
4190,655,2025-03-02,5:55:05,Feature Use,Dashboard,20
4191,655,2025-03-02,5:55:05,Feature Use,Reports,24
4192,656,2025-07-06,8:30:10,Signup,,0
4193,656,2025-07-08,8:30:10,Email Verification,,0
4194,656,2025-07-10,8:30:10,First Product Use,,6
4195,656,2025-07-12,8:30:10,Feature Use,Automation,31
4196,656,2025-07-27,8:30:10,Feature Use,Dashboard,10
4197,656,2025-08-08,8:30:10,Feature Use,Dashboard,27
4198,656,2025-07-14,8:30:10,Feature Use,Notifications,25
4199,656,2025-07-23,8:30:10,Feature Use,Notifications,6
4200,656,2025-07-27,8:30:10,Purchase,,0
4201,656,2025-08-30,8:30:10,Subscription Renewal,,0
4202,657,2025-06-05,9:42:17,Signup,,0
4203,657,2025-06-09,9:42:17,Email Verification,,0
4204,657,2025-06-12,9:42:17,First Product Use,,13
4205,657,2025-07-06,9:42:17,Feature Use,Notifications,3
4206,657,2025-07-09,9:42:17,Feature Use,Integrations,39
4207,657,2025-08-01,9:42:17,Feature Use,Integrations,2
4208,657,2025-06-29,9:42:17,Feature Use,Automation,9
4209,657,2025-07-01,9:42:17,Feature Use,Export,43
4210,657,2025-06-27,9:42:17,Feature Use,Reports,34
4211,657,2025-07-21,9:42:17,Feature Use,Dashboard,20
4212,657,2025-07-16,9:42:17,Feature Use,Dashboard,33
4213,657,2025-08-05,9:42:17,Feature Use,Automation,29
4214,657,2025-07-05,9:42:17,Purchase,,0
4215,658,2025-02-21,4:37:51,Signup,,0
4216,658,2025-02-23,4:37:51,Email Verification,,0
4217,658,2025-02-25,4:37:51,Purchase,,0
4218,658,2025-03-30,4:37:51,Subscription Renewal,,0
4219,659,2025-09-02,10:32:32,Signup,,0
4220,659,2025-09-02,10:32:32,Email Verification,,0
4221,660,2025-01-16,3:44:55,Signup,,0
4222,660,2025-01-19,3:44:55,Email Verification,,0
4223,660,2025-01-25,3:44:55,First Product Use,,3
4224,660,2025-03-13,3:44:55,Feature Use,Automation,24
4225,660,2025-01-27,3:44:55,Feature Use,Automation,2
4226,660,2025-03-25,3:44:55,Feature Use,Dashboard,11
4227,660,2025-03-09,3:44:55,Feature Use,Export,33
4228,660,2025-03-10,3:44:55,Feature Use,Export,39
4229,661,2025-05-02,11:21:40,Signup,,0
4230,661,2025-05-05,11:21:40,Email Verification,,0
4231,661,2025-05-05,11:21:40,First Product Use,,17
4232,661,2025-06-17,11:21:40,Feature Use,Reports,42
4233,661,2025-06-03,11:21:40,Feature Use,Notifications,16
4234,661,2025-05-18,11:21:40,Feature Use,Integrations,25
4235,661,2025-05-14,11:21:40,Feature Use,Reports,2
4236,661,2025-05-24,11:21:40,Feature Use,Notifications,35
4237,661,2025-05-06,11:21:40,Feature Use,Reports,3
4238,661,2025-05-12,11:21:40,Feature Use,Collaboration,26
4239,661,2025-05-22,11:21:40,Feature Use,Notifications,18
4240,662,2025-08-01,1:47:24,Signup,,0
4241,662,2025-08-05,1:47:24,Email Verification,,0
4242,662,2025-08-12,1:47:24,First Product Use,,7
4243,662,2025-08-21,1:47:24,Feature Use,Dashboard,42
4244,662,2025-09-22,1:47:24,Feature Use,Collaboration,6
4245,662,2025-08-26,1:47:24,Feature Use,Integrations,32
4246,662,2025-09-10,1:47:24,Feature Use,Integrations,21
4247,663,2025-11-29,6:49:39,Signup,,0
4248,663,2025-11-29,6:49:39,Email Verification,,0
4249,663,2025-11-30,6:49:39,First Product Use,,3
4250,663,2025-12-19,6:49:39,Feature Use,Integrations,4
4251,663,2026-01-27,6:49:39,Feature Use,Reports,33
4252,663,2026-01-27,6:49:39,Feature Use,Automation,37
4253,663,2025-12-26,6:49:39,Feature Use,Automation,20
4254,663,2026-01-23,6:49:39,Feature Use,Integrations,22
4255,663,2026-01-11,6:49:39,Feature Use,Automation,6
4256,663,2026-01-23,6:49:39,Feature Use,Automation,13
4257,663,2026-01-16,6:49:39,Feature Use,Notifications,11
4258,663,2025-12-22,6:49:39,Purchase,,0
4259,663,2026-01-18,6:49:39,Subscription Renewal,,0
4260,664,2025-11-18,10:22:07,Signup,,0
4261,664,2025-11-22,10:22:07,Email Verification,,0
4262,664,2025-11-25,10:22:07,First Product Use,,16
4263,664,2025-12-20,10:22:07,Feature Use,Dashboard,13
4264,664,2026-01-06,10:22:07,Feature Use,Reports,34
4265,664,2025-12-26,10:22:07,Feature Use,Export,30
4266,664,2026-01-22,10:22:07,Feature Use,Dashboard,21
4267,664,2025-12-15,10:22:07,Feature Use,Automation,37
4268,664,2026-01-06,10:22:07,Feature Use,Notifications,20
4269,664,2025-12-20,10:22:07,Feature Use,Automation,26
4270,664,2025-12-04,10:22:07,Purchase,,0
4271,665,2025-01-13,5:42:47,Signup,,0
4272,665,2025-01-13,5:42:47,Email Verification,,0
4273,665,2025-01-22,5:42:47,First Product Use,,4
4274,665,2025-03-12,5:42:47,Feature Use,Reports,28
4275,665,2025-02-28,5:42:47,Feature Use,Reports,34
4276,665,2025-01-26,5:42:47,Feature Use,Collaboration,28
4277,665,2025-01-26,5:42:47,Purchase,,0
4278,666,2025-11-14,5:28:47,Signup,,0
4279,666,2025-11-18,5:28:47,Email Verification,,0
4280,666,2025-11-25,5:28:47,First Product Use,,19
4281,666,2026-01-20,5:28:47,Feature Use,Automation,7
4282,666,2026-01-01,5:28:47,Feature Use,Export,2
4283,666,2026-01-01,5:28:47,Feature Use,Reports,6
4284,666,2025-11-28,5:28:47,Feature Use,Dashboard,23
4285,666,2025-12-18,5:28:47,Purchase,,0
4286,666,2026-01-28,5:28:47,Subscription Renewal,,0
4287,667,2025-03-31,4:39:18,Signup,,0
4288,667,2025-04-01,4:39:18,Email Verification,,0
4289,667,2025-04-10,4:39:18,First Product Use,,22
4290,667,2025-04-12,4:39:18,Feature Use,Reports,29
4291,667,2025-04-28,4:39:18,Feature Use,Export,18
4292,667,2025-05-23,4:39:18,Feature Use,Notifications,24
4293,667,2025-05-07,4:39:18,Feature Use,Export,33
4294,667,2025-05-17,4:39:18,Feature Use,Automation,21
4295,667,2025-04-15,4:39:18,Feature Use,Export,4
4296,667,2025-05-02,4:39:18,Feature Use,Dashboard,34
4297,667,2025-05-15,4:39:18,Feature Use,Automation,27
4298,668,2025-12-02,2:58:09,Signup,,0
4299,669,2025-06-02,7:11:44,Signup,,0
4300,669,2025-06-04,7:11:44,Email Verification,,0
4301,670,2025-01-01,1:38:35,Signup,,0
4302,671,2025-06-28,12:20:47,Signup,,0
4303,671,2025-06-30,12:20:47,Email Verification,,0
4304,671,2025-07-09,12:20:47,First Product Use,,14
4305,671,2025-07-25,12:20:47,Feature Use,Dashboard,16
4306,671,2025-07-14,12:20:47,Feature Use,Collaboration,33
4307,671,2025-08-17,12:20:47,Feature Use,Export,14
4308,671,2025-07-25,12:20:47,Feature Use,Automation,19
4309,671,2025-08-05,12:20:47,Feature Use,Integrations,17
4310,671,2025-07-17,12:20:47,Purchase,,0
4311,672,2025-05-16,5:18:18,Signup,,0
4312,672,2025-05-18,5:18:18,Email Verification,,0
4313,672,2025-05-22,5:18:18,First Product Use,,8
4314,672,2025-06-22,5:18:18,Feature Use,Integrations,25
4315,672,2025-06-07,5:18:18,Feature Use,Dashboard,41
4316,672,2025-06-30,5:18:18,Feature Use,Reports,10
4317,672,2025-05-27,5:18:18,Feature Use,Export,34
4318,672,2025-05-23,5:18:18,Purchase,,0
4319,672,2025-06-29,5:18:18,Subscription Renewal,,0
4320,673,2025-07-22,12:49:23,Signup,,0
4321,673,2025-07-24,12:49:23,Email Verification,,0
4322,673,2025-07-27,12:49:23,First Product Use,,11
4323,673,2025-09-18,12:49:23,Feature Use,Integrations,16
4324,673,2025-07-30,12:49:23,Feature Use,Dashboard,18
4325,673,2025-09-09,12:49:23,Feature Use,Export,32
4326,673,2025-08-24,12:49:23,Feature Use,Export,33
4327,673,2025-09-04,12:49:23,Feature Use,Export,2
4328,674,2025-09-14,2:07:19,Signup,,0
4329,674,2025-09-25,2:07:19,Purchase,,0
4330,675,2025-09-21,3:12:11,Signup,,0
4331,675,2025-09-25,3:12:11,Email Verification,,0
4332,676,2025-09-24,7:39:29,Signup,,0
4333,676,2025-09-25,7:39:29,Email Verification,,0
4334,676,2025-10-04,7:39:29,First Product Use,,18
4335,676,2025-11-03,7:39:29,Feature Use,Notifications,34
4336,676,2025-11-30,7:39:29,Feature Use,Reports,5
4337,676,2025-11-11,7:39:29,Feature Use,Automation,6
4338,676,2025-10-05,7:39:29,Feature Use,Notifications,9
4339,676,2025-11-22,7:39:29,Feature Use,Automation,7
4340,677,2025-06-01,8:12:18,Signup,,0
4341,677,2025-06-04,8:12:18,Email Verification,,0
4342,677,2025-06-08,8:12:18,First Product Use,,23
4343,677,2025-07-10,8:12:18,Feature Use,Collaboration,14
4344,677,2025-07-25,8:12:18,Feature Use,Notifications,10
4345,677,2025-08-01,8:12:18,Feature Use,Reports,21
4346,677,2025-07-21,8:12:18,Feature Use,Dashboard,14
4347,677,2025-06-29,8:12:18,Feature Use,Export,14
4348,677,2025-07-12,8:12:18,Feature Use,Automation,2
4349,677,2025-07-23,8:12:18,Feature Use,Notifications,34
4350,678,2025-05-13,9:20:59,Signup,,0
4351,679,2025-06-24,12:04:48,Signup,,0
4352,679,2025-06-26,12:04:48,Email Verification,,0
4353,679,2025-07-03,12:04:48,First Product Use,,12
4354,679,2025-08-12,12:04:48,Feature Use,Export,31
4355,679,2025-07-07,12:04:48,Feature Use,Notifications,14
4356,679,2025-08-27,12:04:48,Feature Use,Automation,28
4357,679,2025-08-03,12:04:48,Feature Use,Collaboration,42
4358,680,2025-09-12,9:48:16,Signup,,0
4359,680,2025-09-13,9:48:16,Email Verification,,0
4360,681,2025-11-20,10:42:04,Signup,,0
4361,681,2025-11-21,10:42:04,Email Verification,,0
4362,681,2025-11-23,10:42:04,First Product Use,,17
4363,681,2026-01-12,10:42:04,Feature Use,Notifications,36
4364,681,2025-12-05,10:42:04,Feature Use,Integrations,6
4365,681,2026-01-04,10:42:04,Feature Use,Collaboration,18
4366,681,2026-01-19,10:42:04,Feature Use,Export,21
4367,681,2026-01-20,10:42:04,Feature Use,Integrations,13
4368,682,2025-11-22,7:34:10,Signup,,0
4369,682,2025-11-24,7:34:10,Email Verification,,0
4370,682,2025-11-29,7:34:10,First Product Use,,23
4371,682,2025-12-13,7:34:10,Feature Use,Reports,3
4372,682,2025-12-03,7:34:10,Feature Use,Notifications,42
4373,682,2025-12-04,7:34:10,Feature Use,Export,43
4374,682,2026-01-26,7:34:10,Feature Use,Export,20
4375,682,2025-12-14,7:34:10,Feature Use,Automation,25
4376,682,2025-12-16,7:34:10,Purchase,,0
4377,683,2025-01-17,6:05:30,Signup,,0
4378,683,2025-01-17,6:05:30,Email Verification,,0
4379,684,2025-07-17,2:11:48,Signup,,0
4380,684,2025-07-19,2:11:48,Email Verification,,0
4381,685,2025-02-16,5:04:11,Signup,,0
4382,685,2025-02-19,5:04:11,Email Verification,,0
4383,685,2025-02-23,5:04:11,First Product Use,,22
4384,685,2025-03-17,5:04:11,Feature Use,Dashboard,8
4385,685,2025-02-23,5:04:11,Feature Use,Dashboard,20
4386,685,2025-02-24,5:04:11,Feature Use,Automation,43
4387,685,2025-03-19,5:04:11,Feature Use,Automation,33
4388,685,2025-04-23,5:04:11,Feature Use,Export,19
4389,685,2025-03-25,5:04:11,Feature Use,Reports,10
4390,685,2025-03-15,5:04:11,Feature Use,Collaboration,40
4391,686,2025-06-13,1:16:50,Signup,,0
4392,686,2025-06-18,1:16:50,Purchase,,0
4393,686,2025-07-13,1:16:50,Subscription Renewal,,0
4394,687,2025-01-06,4:24:32,Signup,,0
4395,687,2025-01-08,4:24:32,Email Verification,,0
4396,687,2025-01-15,4:24:32,First Product Use,,20
4397,687,2025-02-22,4:24:32,Feature Use,Notifications,9
4398,687,2025-02-12,4:24:32,Feature Use,Notifications,38
4399,687,2025-01-23,4:24:32,Feature Use,Notifications,31
4400,687,2025-01-29,4:24:32,Feature Use,Automation,42
4401,687,2025-02-10,4:24:32,Feature Use,Integrations,32
4402,687,2025-01-27,4:24:32,Feature Use,Integrations,6
4403,687,2025-02-25,4:24:32,Feature Use,Integrations,26
4404,688,2025-01-13,1:54:40,Signup,,0
4405,688,2025-01-14,1:54:40,Email Verification,,0
4406,688,2025-01-18,1:54:40,First Product Use,,16
4407,688,2025-02-27,1:54:40,Feature Use,Integrations,38
4408,688,2025-01-24,1:54:40,Feature Use,Notifications,18
4409,688,2025-01-28,1:54:40,Feature Use,Notifications,37
4410,688,2025-02-13,1:54:40,Feature Use,Dashboard,2
4411,688,2025-01-31,1:54:40,Feature Use,Notifications,29
4412,688,2025-02-27,1:54:40,Feature Use,Dashboard,9
4413,688,2025-03-03,1:54:40,Feature Use,Dashboard,44
4414,688,2025-02-12,1:54:40,Feature Use,Automation,30
4415,688,2025-02-26,1:54:40,Feature Use,Notifications,5
4416,688,2025-02-02,1:54:40,Purchase,,0
4417,688,2025-02-27,1:54:40,Subscription Renewal,,0
4418,689,2025-06-01,11:31:51,Signup,,0
4419,689,2025-06-03,11:31:51,Email Verification,,0
4420,689,2025-06-08,11:31:51,First Product Use,,19
4421,689,2025-07-25,11:31:51,Feature Use,Integrations,16
4422,689,2025-07-18,11:31:51,Feature Use,Export,33
4423,689,2025-07-11,11:31:51,Feature Use,Dashboard,43
4424,689,2025-06-19,11:31:51,Feature Use,Reports,19
4425,689,2025-08-06,11:31:51,Feature Use,Automation,35
4426,689,2025-07-16,11:31:51,Feature Use,Export,44
4427,689,2025-07-22,11:31:51,Feature Use,Notifications,32
4428,689,2025-07-26,11:31:51,Feature Use,Integrations,43
4429,689,2025-07-25,11:31:51,Feature Use,Automation,21
4430,689,2025-06-24,11:31:51,Purchase,,0
4431,689,2025-08-07,11:31:51,Subscription Renewal,,0
4432,690,2025-12-10,3:42:01,Signup,,0
4433,690,2025-12-10,3:42:01,Email Verification,,0
4434,690,2025-12-12,3:42:01,First Product Use,,11
4435,690,2025-12-23,3:42:01,Feature Use,Collaboration,25
4436,690,2025-12-20,3:42:01,Feature Use,Notifications,32
4437,690,2026-02-03,3:42:01,Feature Use,Reports,35
4438,690,2026-02-09,3:42:01,Feature Use,Notifications,12
4439,690,2025-12-20,3:42:01,Purchase,,0
4440,691,2025-06-26,10:28:58,Signup,,0
4441,691,2025-06-27,10:28:58,Email Verification,,0
4442,692,2025-01-24,7:02:03,Signup,,0
4443,693,2025-01-27,12:43:08,Signup,,0
4444,693,2025-01-28,12:43:08,Email Verification,,0
4445,694,2025-12-08,1:51:08,Signup,,0
4446,694,2025-12-11,1:51:08,Email Verification,,0
4447,694,2025-12-14,1:51:08,First Product Use,,5
4448,694,2025-12-16,1:51:08,Feature Use,Export,7
4449,694,2025-12-28,1:51:08,Feature Use,Export,7
4450,694,2026-01-05,1:51:08,Feature Use,Automation,31
4451,694,2026-01-21,1:51:08,Feature Use,Notifications,38
4452,694,2026-01-04,1:51:08,Feature Use,Automation,3
4453,694,2025-12-27,1:51:08,Feature Use,Reports,16
4454,694,2026-01-19,1:51:08,Feature Use,Reports,44
4455,695,2025-07-01,12:33:15,Signup,,0
4456,695,2025-07-02,12:33:15,Email Verification,,0
4457,696,2025-12-16,8:44:14,Signup,,0
4458,696,2025-12-20,8:44:14,Email Verification,,0
4459,696,2025-12-27,8:44:14,First Product Use,,6
4460,696,2026-02-20,8:44:14,Feature Use,Automation,18
4461,696,2026-02-16,8:44:14,Feature Use,Notifications,43
4462,696,2026-01-28,8:44:14,Feature Use,Collaboration,19
4463,696,2026-01-22,8:44:14,Feature Use,Integrations,26
4464,696,2026-01-05,8:44:14,Feature Use,Automation,32
4465,696,2026-02-23,8:44:14,Feature Use,Notifications,33
4466,697,2025-04-23,7:11:41,Signup,,0
4467,698,2025-05-10,2:08:01,Signup,,0
4468,698,2025-05-10,2:08:01,Email Verification,,0
4469,698,2025-05-14,2:08:01,First Product Use,,19
4470,698,2025-07-04,2:08:01,Feature Use,Export,43
4471,698,2025-06-12,2:08:01,Feature Use,Notifications,41
4472,698,2025-06-07,2:08:01,Feature Use,Notifications,10
4473,698,2025-06-24,2:08:01,Feature Use,Automation,29
4474,698,2025-06-19,2:08:01,Feature Use,Notifications,33
4475,698,2025-06-23,2:08:01,Feature Use,Export,22
4476,698,2025-05-15,2:08:01,Purchase,,0
4477,698,2025-06-26,2:08:01,Subscription Renewal,,0
4478,699,2025-02-04,10:44:02,Signup,,0
4479,699,2025-02-04,10:44:02,Email Verification,,0
4480,699,2025-02-11,10:44:02,First Product Use,,16
4481,699,2025-03-10,10:44:02,Feature Use,Dashboard,17
4482,699,2025-03-14,10:44:02,Feature Use,Export,5
4483,699,2025-03-29,10:44:02,Feature Use,Automation,42
4484,700,2025-02-23,12:14:41,Signup,,0
4485,700,2025-02-26,12:14:41,Email Verification,,0
4486,701,2025-06-15,12:02:42,Signup,,0
4487,701,2025-06-16,12:02:42,Email Verification,,0
4488,701,2025-06-18,12:02:42,First Product Use,,16
4489,701,2025-07-09,12:02:42,Feature Use,Integrations,26
4490,701,2025-07-23,12:02:42,Feature Use,Notifications,27
4491,701,2025-07-11,12:02:42,Feature Use,Reports,22
4492,702,2025-01-31,3:46:30,Signup,,0
4493,702,2025-02-01,3:46:30,Email Verification,,0
4494,702,2025-02-18,3:46:30,Purchase,,0
4495,702,2025-03-18,3:46:30,Subscription Renewal,,0
4496,703,2025-02-13,1:17:04,Signup,,0
4497,704,2025-12-29,3:30:33,Signup,,0
4498,704,2025-12-30,3:30:33,Email Verification,,0
4499,704,2026-01-06,3:30:33,Purchase,,0
4500,704,2026-02-09,3:30:33,Subscription Renewal,,0
4501,705,2025-11-18,9:43:35,Signup,,0
4502,705,2025-11-18,9:43:35,Email Verification,,0
4503,705,2025-11-18,9:43:35,First Product Use,,13
4504,705,2026-01-01,9:43:35,Feature Use,Dashboard,36
4505,705,2025-12-15,9:43:35,Feature Use,Reports,33
4506,705,2026-01-11,9:43:35,Feature Use,Dashboard,40
4507,705,2025-12-12,9:43:35,Feature Use,Automation,11
4508,705,2025-11-19,9:43:35,Feature Use,Automation,26
4509,705,2025-12-03,9:43:35,Feature Use,Integrations,41
4510,705,2025-12-31,9:43:35,Feature Use,Notifications,24
4511,706,2025-05-09,10:58:36,Signup,,0
4512,706,2025-05-11,10:58:36,Email Verification,,0
4513,706,2025-05-19,10:58:36,First Product Use,,7
4514,706,2025-05-24,10:58:36,Feature Use,Automation,24
4515,706,2025-07-03,10:58:36,Feature Use,Collaboration,6
4516,706,2025-05-20,10:58:36,Feature Use,Export,42
4517,706,2025-05-25,10:58:36,Feature Use,Reports,13
4518,706,2025-07-07,10:58:36,Feature Use,Automation,2
4519,706,2025-05-19,10:58:36,Feature Use,Dashboard,40
4520,707,2025-02-25,10:32:57,Signup,,0
4521,707,2025-02-25,10:32:57,Email Verification,,0
4522,707,2025-03-06,10:32:57,First Product Use,,20
4523,707,2025-04-25,10:32:57,Feature Use,Automation,6
4524,707,2025-04-02,10:32:57,Feature Use,Reports,40
4525,707,2025-04-12,10:32:57,Feature Use,Integrations,42
4526,707,2025-04-13,10:32:57,Feature Use,Reports,27
4527,707,2025-04-04,10:32:57,Feature Use,Reports,4
4528,707,2025-03-24,10:32:57,Feature Use,Export,41
4529,707,2025-03-10,10:32:57,Feature Use,Export,33
4530,707,2025-04-26,10:32:57,Feature Use,Integrations,13
4531,707,2025-04-17,10:32:57,Feature Use,Automation,37
4532,708,2025-04-06,6:00:41,Signup,,0
4533,708,2025-04-08,6:00:41,Email Verification,,0
4534,709,2025-08-21,11:53:33,Signup,,0
4535,709,2025-08-21,11:53:33,Email Verification,,0
4536,709,2025-08-26,11:53:33,First Product Use,,24
4537,709,2025-10-19,11:53:33,Feature Use,Dashboard,21
4538,709,2025-10-06,11:53:33,Feature Use,Reports,42
4539,709,2025-09-20,11:53:33,Feature Use,Automation,9
4540,709,2025-10-07,11:53:33,Feature Use,Integrations,8
4541,709,2025-09-23,11:53:33,Feature Use,Export,17
4542,709,2025-09-07,11:53:33,Feature Use,Reports,19
4543,709,2025-10-08,11:53:33,Feature Use,Notifications,32
4544,709,2025-08-28,11:53:33,Feature Use,Collaboration,4
4545,710,2025-04-08,8:29:21,Signup,,0
4546,710,2025-04-12,8:29:21,Email Verification,,0
4547,710,2025-04-18,8:29:21,First Product Use,,13
4548,710,2025-04-24,8:29:21,Feature Use,Automation,43
4549,710,2025-05-16,8:29:21,Feature Use,Notifications,27
4550,710,2025-05-07,8:29:21,Feature Use,Notifications,16
4551,710,2025-05-10,8:29:21,Feature Use,Integrations,11
4552,710,2025-04-19,8:29:21,Feature Use,Automation,31
4553,710,2025-05-05,8:29:21,Purchase,,0
4554,711,2025-05-24,6:23:46,Signup,,0
4555,712,2025-01-31,1:31:20,Signup,,0
4556,712,2025-02-01,1:31:20,Email Verification,,0
4557,712,2025-02-08,1:31:20,First Product Use,,15
4558,712,2025-02-24,1:31:20,Feature Use,Integrations,10
4559,712,2025-02-22,1:31:20,Feature Use,Integrations,43
4560,712,2025-03-30,1:31:20,Feature Use,Collaboration,18
4561,712,2025-02-14,1:31:20,Feature Use,Collaboration,27
4562,712,2025-04-01,1:31:20,Feature Use,Reports,30
4563,712,2025-03-28,1:31:20,Feature Use,Collaboration,34
4564,712,2025-03-17,1:31:20,Feature Use,Dashboard,11
4565,712,2025-03-31,1:31:20,Feature Use,Integrations,32
4566,712,2025-02-16,1:31:20,Purchase,,0
4567,712,2025-03-26,1:31:20,Subscription Renewal,,0
4568,713,2025-07-11,9:10:30,Signup,,0
4569,714,2025-02-18,1:59:31,Signup,,0
4570,714,2025-02-22,1:59:31,Email Verification,,0
4571,714,2025-02-28,1:59:31,First Product Use,,16
4572,714,2025-04-26,1:59:31,Feature Use,Automation,33
4573,714,2025-04-07,1:59:31,Feature Use,Integrations,23
4574,714,2025-03-04,1:59:31,Feature Use,Reports,32
4575,714,2025-04-05,1:59:31,Feature Use,Integrations,33
4576,714,2025-03-23,1:59:31,Feature Use,Automation,44
4577,714,2025-04-06,1:59:31,Feature Use,Integrations,12
4578,714,2025-03-24,1:59:31,Feature Use,Reports,40
4579,714,2025-04-24,1:59:31,Feature Use,Export,38
4580,714,2025-04-04,1:59:31,Feature Use,Dashboard,21
4581,715,2025-09-25,10:56:57,Signup,,0
4582,715,2025-09-28,10:56:57,Email Verification,,0
4583,715,2025-09-30,10:56:57,First Product Use,,23
4584,715,2025-10-16,10:56:57,Feature Use,Integrations,15
4585,715,2025-10-31,10:56:57,Feature Use,Dashboard,27
4586,715,2025-10-30,10:56:57,Feature Use,Automation,32
4587,716,2025-03-12,7:41:40,Signup,,0
4588,716,2025-03-13,7:41:40,Email Verification,,0
4589,716,2025-03-21,7:41:40,First Product Use,,21
4590,716,2025-04-13,7:41:40,Feature Use,Reports,39
4591,716,2025-04-24,7:41:40,Feature Use,Reports,30
4592,716,2025-04-08,7:41:40,Feature Use,Collaboration,43
4593,716,2025-05-09,7:41:40,Feature Use,Collaboration,29
4594,716,2025-04-23,7:41:40,Feature Use,Automation,26
4595,716,2025-05-12,7:41:40,Feature Use,Integrations,7
4596,716,2025-04-17,7:41:40,Feature Use,Collaboration,10
4597,717,2025-08-17,12:01:53,Signup,,0
4598,717,2025-08-20,12:01:53,Email Verification,,0
4599,717,2025-08-25,12:01:53,First Product Use,,5
4600,717,2025-09-08,12:01:53,Feature Use,Notifications,34
4601,717,2025-09-21,12:01:53,Feature Use,Reports,39
4602,717,2025-08-25,12:01:53,Feature Use,Collaboration,32
