purchase_id,user_id,purchase_date,time,plan_type,revenue
1192,2635,2025-05-27,3:46:00,Pro,29.00
1193,2635,2025-06-22,3:46:00,Pro,29.00
1194,2644,2025-11-02,8:09:08,Pro,99.00
1195,2644,2025-12-15,8:09:08,Pro,99.00
1196,2647,2025-05-02,8:59:35,Pro,49.00
1197,2647,2025-05-31,8:59:35,Pro,49.00
1198,2648,2025-03-11,8:20:59,Basic,49.00
1199,2648,2025-04-18,8:20:59,Basic,49.00
1200,2663,2026-01-06,9:43:47,Basic,49.00
1201,2663,2026-02-17,9:43:47,Basic,49.00
1202,2664,2025-09-12,4:40:57,Basic,29.00
1203,2664,2025-10-09,4:40:57,Basic,29.00
1204,2668,2025-11-01,8:01:38,Basic,29.00
1205,2668,2025-12-09,8:01:38,Basic,29.00
1206,2673,2025-08-01,5:54:12,Pro,49.00
1207,2674,2025-03-30,7:36:00,Basic,19.00
1208,2682,2025-08-12,8:21:43,Enterprise,49.00
1209,2683,2025-11-30,4:37:14,Basic,49.00
1210,2686,2025-11-27,1:56:49,Basic,29.00
1211,2692,2025-04-15,6:36:14,Pro,29.00
1212,2692,2025-05-24,6:36:14,Pro,29.00
1213,2694,2025-11-17,11:36:10,Basic,29.00
1214,2695,2025-09-07,6:48:17,Basic,29.00
1215,2696,2025-12-24,8:29:10,Basic,29.00
1216,2696,2026-02-05,8:29:10,Basic,29.00
1217,2697,2025-06-16,6:37:31,Basic,49.00
1218,2697,2025-07-18,6:37:31,Basic,49.00
1219,2698,2025-03-08,11:04:05,Basic,49.00
1220,2699,2026-01-01,10:57:23,Basic,29.00
1221,2699,2026-01-28,10:57:23,Basic,29.00
1222,2701,2025-12-21,9:51:59,Basic,99.00
1223,2704,2025-04-06,8:05:35,Pro,49.00
1224,2705,2025-05-09,7:37:21,Basic,19.00
1225,2705,2025-06-20,7:37:21,Basic,19.00
1226,2707,2025-12-09,11:38:35,Basic,49.00
1227,2707,2026-01-06,11:38:35,Basic,49.00
1228,2708,2025-04-10,10:05:42,Pro,49.00
1229,2710,2025-03-22,6:22:41,Enterprise,49.00
1230,2710,2025-04-18,6:22:41,Enterprise,49.00
1231,2712,2025-01-25,11:48:16,Pro,29.00
1232,2713,2025-08-28,2:41:58,Pro,19.00
1233,2713,2025-10-10,2:41:58,Pro,19.00
1234,2715,2025-11-19,4:48:31,Basic,29.00
1235,2715,2025-12-25,4:48:31,Basic,29.00
1236,2716,2025-01-29,6:15:01,Pro,49.00
1237,2716,2025-02-28,6:15:01,Pro,49.00
1238,2717,2025-03-04,11:03:32,Pro,99.00
1239,2717,2025-04-16,11:03:32,Pro,99.00
1240,2720,2025-10-10,6:55:42,Enterprise,29.00
1241,2720,2025-11-08,6:55:42,Enterprise,29.00
1242,2722,2025-09-29,1:23:12,Basic,29.00
1243,2723,2025-05-05,6:12:06,Basic,19.00
1244,2723,2025-06-03,6:12:06,Basic,19.00
1245,2724,2025-04-29,8:09:26,Pro,19.00
1246,2724,2025-05-28,8:09:26,Pro,19.00
1247,2730,2025-04-21,10:07:13,Basic,29.00
1248,2730,2025-05-27,10:07:13,Basic,29.00
1249,2733,2025-04-14,9:01:59,Basic,29.00
1250,2734,2025-10-11,4:12:30,Basic,29.00
1251,2734,2025-11-09,4:12:30,Basic,29.00
1252,2736,2025-06-26,9:06:56,Basic,19.00
1253,2739,2025-03-19,4:39:35,Pro,49.00
1254,2739,2025-04-14,4:39:35,Pro,49.00
1255,2741,2025-05-05,6:00:13,Basic,29.00
1256,2741,2025-06-02,6:00:13,Basic,29.00
1257,2748,2025-12-24,10:16:45,Basic,29.00
1258,2748,2026-01-30,10:16:45,Basic,29.00
1259,2750,2025-06-20,2:35:27,Basic,19.00
1260,2750,2025-07-21,2:35:27,Basic,19.00
1261,2755,2025-04-05,7:16:43,Enterprise,49.00
1262,2759,2025-04-05,11:08:53,Basic,19.00
1263,2759,2025-05-01,11:08:53,Basic,19.00
1264,2760,2025-11-01,10:50:38,Pro,19.00
1265,2767,2025-03-23,10:41:12,Basic,99.00
1266,2767,2025-04-29,10:41:12,Basic,99.00
1267,2770,2025-08-16,12:43:20,Basic,29.00
1268,2770,2025-09-21,12:43:20,Basic,29.00
1269,2771,2025-07-18,6:13:23,Enterprise,19.00
1270,2774,2025-12-14,2:03:25,Pro,29.00
1271,2774,2026-01-22,2:03:25,Pro,29.00
1272,2776,2025-07-16,12:30:29,Enterprise,29.00
1273,2779,2025-06-14,1:20:33,Basic,29.00
1274,2779,2025-07-15,1:20:33,Basic,29.00
1275,2782,2025-03-11,3:51:04,Basic,29.00
1276,2785,2025-04-03,3:50:04,Pro,19.00
1277,2785,2025-05-08,3:50:04,Pro,19.00
1278,2786,2025-10-10,3:58:02,Basic,49.00
1279,2793,2025-08-23,10:16:46,Pro,99.00
1280,2793,2025-09-24,10:16:46,Pro,99.00
1281,2797,2025-10-05,6:39:02,Basic,29.00
1282,2797,2025-11-07,6:39:02,Basic,29.00
1283,2799,2025-02-03,4:34:28,Pro,19.00
1284,2801,2025-11-08,2:46:19,Basic,29.00
1285,2801,2025-12-10,2:46:19,Basic,29.00
1286,2802,2025-03-27,6:22:20,Basic,49.00
1287,2809,2025-02-21,3:38:19,Basic,29.00
1288,2813,2025-04-11,6:11:46,Pro,29.00
1289,2813,2025-05-12,6:11:46,Pro,29.00
1290,2816,2025-04-28,11:35:41,Pro,99.00
1291,2816,2025-06-09,11:35:41,Pro,99.00
1292,2819,2025-05-25,2:04:29,Enterprise,49.00
1293,2819,2025-06-29,2:04:29,Enterprise,49.00
1294,2820,2025-02-17,3:16:24,Pro,49.00
1295,2820,2025-04-01,3:16:24,Pro,49.00
1296,2824,2025-11-09,12:23:35,Enterprise,99.00
1297,2828,2025-01-21,3:36:59,Basic,49.00
1298,2833,2025-02-19,1:22:12,Enterprise,49.00
1299,2834,2025-01-29,3:39:13,Basic,49.00
1300,2839,2025-01-31,2:38:27,Basic,49.00
1301,2839,2025-03-06,2:38:27,Basic,49.00
1302,2841,2025-08-05,10:22:34,Basic,99.00
1303,2843,2025-06-08,5:25:42,Pro,49.00
1304,2845,2025-09-08,1:15:25,Basic,49.00
1305,2845,2025-10-12,1:15:25,Basic,49.00
1306,2846,2026-01-18,4:43:29,Pro,49.00
1307,2846,2026-02-20,4:43:29,Pro,49.00
1308,2855,2025-12-17,12:01:50,Pro,99.00
1309,2858,2025-03-22,8:45:12,Basic,49.00
1310,2858,2025-04-27,8:45:12,Basic,49.00
1311,2866,2025-01-26,11:48:37,Basic,49.00
1312,2866,2025-03-05,11:48:37,Basic,49.00
1313,2867,2026-01-04,8:54:42,Basic,99.00
1314,2867,2026-02-17,8:54:42,Basic,99.00
1315,2878,2025-06-07,12:56:39,Pro,29.00
1316,2878,2025-07-19,12:56:39,Pro,29.00
1317,2880,2025-07-30,8:57:13,Basic,49.00
1318,2880,2025-09-03,8:57:13,Basic,49.00
1319,2882,2026-01-02,11:22:05,Pro,49.00
1320,2882,2026-02-15,11:22:05,Pro,49.00
1321,2883,2025-10-07,3:33:37,Basic,99.00
1322,2883,2025-11-19,3:33:37,Basic,99.00
1323,2884,2025-04-10,11:02:25,Basic,29.00
1324,2885,2026-01-09,10:07:44,Pro,49.00
1325,2888,2025-06-06,5:55:37,Basic,29.00
1326,2888,2025-07-16,5:55:37,Basic,29.00
1327,2892,2025-11-07,12:12:54,Basic,29.00
1328,2897,2025-04-27,7:03:40,Basic,99.00
1329,2897,2025-06-06,7:03:40,Basic,99.00
1330,2898,2025-09-18,11:06:06,Enterprise,29.00
1331,2898,2025-10-25,11:06:06,Enterprise,29.00
1332,2905,2025-12-10,5:42:01,Pro,29.00
1333,2905,2026-01-10,5:42:01,Pro,29.00
1334,2907,2025-05-07,9:24:51,Basic,29.00
1335,2913,2025-07-10,2:32:32,Basic,49.00
1336,2914,2025-12-03,6:39:39,Basic,49.00
1337,2917,2025-02-07,8:17:45,Pro,29.00
1338,2919,2025-11-16,6:39:54,Basic,19.00
1339,2919,2025-12-18,6:39:54,Basic,19.00
1340,2922,2025-10-05,3:16:37,Basic,99.00
1341,2925,2025-04-08,10:10:16,Pro,29.00
1342,2925,2025-05-08,10:10:16,Pro,29.00
1343,2927,2025-03-18,1:06:16,Pro,19.00
1344,2927,2025-04-26,1:06:16,Pro,19.00
1345,2929,2025-04-14,8:01:13,Basic,49.00
1346,2933,2025-08-05,1:16:44,Basic,19.00
1347,2933,2025-09-16,1:16:44,Basic,19.00
1348,2935,2025-09-03,5:36:23,Pro,19.00
1349,2936,2025-05-07,9:43:43,Basic,49.00
1350,2936,2025-06-01,9:43:43,Basic,49.00
1351,2937,2025-04-18,9:54:56,Pro,19.00
1352,2937,2025-05-29,9:54:56,Pro,19.00
1353,2938,2025-05-31,1:19:21,Pro,19.00
1354,2939,2025-10-30,2:44:42,Basic,49.00
1355,2939,2025-11-29,2:44:42,Basic,49.00
1356,2940,2026-01-04,8:19:48,Pro,29.00
1357,2943,2025-10-26,5:09:43,Pro,99.00
1358,2945,2025-04-30,2:56:59,Basic,19.00
1359,2945,2025-05-29,2:56:59,Basic,19.00
1360,2946,2025-07-05,8:37:29,Basic,19.00
1361,2946,2025-08-18,8:37:29,Basic,19.00
1362,2949,2025-03-03,6:11:30,Enterprise,29.00
1363,2949,2025-03-29,6:11:30,Enterprise,29.00
1364,2954,2025-02-28,8:29:37,Basic,29.00
1365,2962,2025-10-28,10:24:54,Basic,99.00
1366,2963,2025-08-21,5:09:40,Pro,19.00
1367,2966,2025-01-18,11:54:23,Basic,99.00
1368,2968,2025-08-03,2:46:58,Pro,49.00
1369,2968,2025-09-01,2:46:58,Pro,49.00
1370,2971,2025-10-17,10:09:14,Basic,19.00
1371,2971,2025-11-21,10:09:14,Basic,19.00
1372,2977,2025-07-20,6:20:40,Enterprise,99.00
1373,2977,2025-08-31,6:20:40,Enterprise,99.00
1374,2984,2025-08-07,3:54:57,Basic,29.00
1375,2984,2025-09-19,3:54:57,Basic,29.00
1376,2986,2025-09-30,8:04:57,Pro,99.00
1377,2986,2025-10-25,8:04:57,Pro,99.00
1378,2992,2025-01-31,5:56:26,Basic,49.00
1379,2994,2025-10-11,3:12:23,Basic,29.00
1380,2994,2025-11-05,3:12:23,Basic,29.00
1381,2996,2025-11-19,1:18:37,Basic,99.00
1382,3001,2025-02-15,12:28:25,Basic,99.00
1383,3001,2025-03-16,12:28:25,Basic,99.00
1384,3002,2026-01-18,7:28:31,Basic,49.00
1385,3007,2025-08-31,9:21:40,Basic,99.00
1386,3017,2025-07-15,5:51:44,Enterprise,29.00
1387,3018,2025-08-07,7:44:59,Basic,49.00
1388,3018,2025-09-03,7:44:59,Basic,49.00
1389,3020,2025-10-26,9:36:59,Basic,99.00
1390,3020,2025-11-29,9:36:59,Basic,99.00
1391,3031,2025-08-15,9:32:44,Pro,49.00
1392,3032,2025-07-14,2:24:57,Pro,19.00
1393,3035,2025-10-27,3:37:41,Basic,49.00
1394,3036,2025-10-25,2:38:57,Basic,19.00
1395,3036,2025-11-19,2:38:57,Basic,19.00
1396,3046,2025-10-09,3:36:19,Pro,19.00
1397,3046,2025-11-11,3:36:19,Pro,19.00
1398,3051,2025-03-07,4:49:08,Basic,49.00
1399,3051,2025-04-01,4:49:08,Basic,49.00
1400,3053,2025-05-10,6:07:24,Enterprise,49.00
1401,3053,2025-06-17,6:07:24,Enterprise,49.00
1402,3057,2025-11-23,9:55:02,Enterprise,29.00
1403,3057,2025-12-22,9:55:02,Enterprise,29.00
1404,3058,2025-09-05,1:23:27,Basic,99.00
1405,3058,2025-10-09,1:23:27,Basic,99.00
1406,3060,2025-06-18,11:23:41,Pro,19.00
1407,3063,2025-03-20,6:20:38,Basic,49.00
1408,3063,2025-04-27,6:20:38,Basic,49.00
1409,3069,2025-09-12,8:08:39,Basic,49.00
1410,3069,2025-10-08,8:08:39,Basic,49.00
1411,3076,2025-10-18,3:54:26,Pro,19.00
1412,3076,2025-11-25,3:54:26,Pro,19.00
1413,3077,2025-07-26,6:33:11,Basic,29.00
1414,3078,2025-09-02,7:01:09,Basic,49.00
1415,3078,2025-10-11,7:01:09,Basic,49.00
1416,3085,2025-11-19,12:34:00,Basic,49.00
1417,3085,2026-01-02,12:34:00,Basic,49.00
1418,3090,2025-06-26,10:09:21,Pro,29.00
1419,3090,2025-08-07,10:09:21,Pro,29.00
1420,3092,2025-10-04,11:51:02,Basic,19.00
1421,3092,2025-11-16,11:51:02,Basic,19.00
1422,3095,2026-01-01,4:32:52,Pro,49.00
1423,3095,2026-01-28,4:32:52,Pro,49.00
1424,3097,2025-12-16,10:33:47,Basic,49.00
1425,3100,2025-10-19,8:33:37,Basic,49.00
1426,3100,2025-11-13,8:33:37,Basic,49.00
1427,3102,2025-09-28,2:18:53,Pro,29.00
1428,3103,2025-02-23,10:37:23,Pro,99.00
1429,3114,2025-12-25,8:31:04,Basic,29.00
1430,3116,2025-03-04,2:20:58,Pro,19.00
1431,3124,2025-01-31,4:56:22,Basic,19.00
1432,3126,2025-10-18,10:18:10,Enterprise,49.00
1433,3127,2025-09-29,8:12:05,Pro,99.00
1434,3128,2025-09-04,9:58:02,Basic,29.00
1435,3131,2025-01-31,6:24:51,Basic,49.00
1436,3131,2025-03-08,6:24:51,Basic,49.00
1437,3136,2025-12-27,1:03:37,Basic,99.00
1438,3136,2026-01-24,1:03:37,Basic,99.00
1439,3142,2025-06-08,8:30:15,Pro,99.00
1440,3142,2025-07-08,8:30:15,Pro,99.00
1441,3143,2025-03-07,4:51:53,Basic,29.00
1442,3143,2025-04-19,4:51:53,Basic,29.00
1443,3146,2025-03-12,12:52:21,Basic,19.00
1444,3146,2025-04-16,12:52:21,Basic,19.00
1445,3147,2025-03-03,11:06:42,Basic,19.00
1446,3149,2025-03-10,10:43:18,Basic,19.00
1447,3153,2025-09-07,7:37:56,Basic,99.00
1448,3153,2025-10-04,7:37:56,Basic,99.00
1449,3154,2026-01-07,8:02:42,Basic,29.00
1450,3154,2026-02-10,8:02:42,Basic,29.00
1451,3157,2025-10-01,7:29:38,Enterprise,29.00
1452,3157,2025-11-06,7:29:38,Enterprise,29.00
1453,3158,2025-05-20,7:19:45,Enterprise,49.00
1454,3158,2025-06-19,7:19:45,Enterprise,49.00
1455,3159,2025-08-15,4:16:13,Pro,29.00
1456,3159,2025-09-21,4:16:13,Pro,29.00
1457,3160,2025-12-31,12:32:19,Pro,49.00
1458,3160,2026-01-29,12:32:19,Pro,49.00
1459,3172,2025-11-30,10:13:20,Basic,29.00
1460,3178,2025-05-25,1:26:26,Enterprise,29.00
1461,3178,2025-06-29,1:26:26,Enterprise,29.00
1462,3179,2025-02-15,5:03:36,Pro,49.00
1463,3179,2025-03-12,5:03:36,Pro,49.00
1464,3180,2025-09-07,11:55:49,Pro,29.00
1465,3180,2025-10-07,11:55:49,Pro,29.00
1466,3185,2025-10-18,11:19:35,Basic,19.00
1467,3186,2025-04-16,2:12:36,Basic,19.00
1468,3186,2025-05-18,2:12:36,Basic,19.00
1469,3187,2025-05-10,12:46:25,Pro,29.00
1470,3187,2025-06-07,12:46:25,Pro,29.00
1471,3192,2025-05-02,11:40:28,Basic,49.00
1472,3192,2025-06-03,11:40:28,Basic,49.00
1473,3195,2025-09-11,7:38:07,Pro,49.00
1474,3196,2025-09-30,11:21:35,Basic,19.00
1475,3196,2025-11-08,11:21:35,Basic,19.00
1476,3204,2025-08-28,12:09:00,Basic,19.00
1477,3204,2025-10-07,12:09:00,Basic,19.00
1478,3208,2025-09-25,1:21:32,Pro,49.00
1479,3208,2025-10-28,1:21:32,Pro,49.00
1480,3216,2025-12-13,4:13:38,Pro,29.00
1481,3216,2026-01-20,4:13:38,Pro,29.00
1482,3220,2025-03-14,3:44:24,Basic,19.00
1483,3220,2025-04-12,3:44:24,Basic,19.00
1484,3221,2025-07-10,7:22:41,Enterprise,29.00
1485,3222,2025-02-01,6:19:41,Pro,99.00
1486,3229,2025-02-18,7:05:58,Basic,99.00
1487,3229,2025-03-20,7:05:58,Basic,99.00
1488,3230,2025-09-28,8:42:58,Basic,19.00
1489,3232,2025-03-31,5:56:50,Enterprise,49.00
1490,3234,2025-08-13,3:44:08,Basic,19.00
1491,3235,2025-03-22,9:11:55,Basic,19.00
1492,3235,2025-05-01,9:11:55,Basic,19.00
1493,3238,2025-11-08,8:41:42,Pro,49.00
1494,3240,2025-08-20,5:02:07,Basic,29.00
1495,3240,2025-09-23,5:02:07,Basic,29.00
1496,3241,2025-03-04,10:59:44,Enterprise,29.00
1497,3241,2025-04-05,10:59:44,Enterprise,29.00
1498,3244,2025-08-28,3:52:06,Basic,19.00
1499,3244,2025-09-26,3:52:06,Basic,19.00
1500,3246,2025-04-13,2:06:08,Basic,49.00
1501,3246,2025-05-13,2:06:08,Basic,49.00
1502,3252,2025-12-25,11:21:23,Pro,29.00
1503,3252,2026-02-03,11:21:23,Pro,29.00
1504,3263,2025-10-25,6:45:19,Basic,29.00
1505,3263,2025-11-23,6:45:19,Basic,29.00
1506,3266,2025-03-01,10:14:30,Basic,49.00
1507,3270,2026-01-08,4:14:05,Basic,29.00
1508,3274,2025-07-10,10:16:53,Pro,99.00
1509,3278,2025-05-18,11:15:13,Basic,19.00
1510,3281,2025-09-03,2:20:04,Pro,29.00
1511,3281,2025-10-02,2:20:04,Pro,29.00
1512,3282,2025-07-29,7:55:33,Basic,29.00
1513,3284,2025-04-26,10:56:14,Basic,49.00
1514,3288,2025-08-08,2:46:17,Pro,19.00
1515,3288,2025-09-03,2:46:17,Pro,19.00
1516,3295,2025-11-21,3:04:57,Pro,29.00
1517,3295,2026-01-04,3:04:57,Pro,29.00
1518,3296,2025-12-28,8:16:49,Basic,49.00
1519,3296,2026-02-01,8:16:49,Basic,49.00
1520,3299,2025-07-17,3:53:24,Basic,29.00
1521,3304,2025-07-27,10:39:31,Basic,99.00
1522,3306,2025-01-22,10:55:30,Pro,99.00
1523,3308,2025-03-12,9:50:51,Basic,49.00
1524,3308,2025-04-24,9:50:51,Basic,49.00
1525,3312,2025-02-10,4:16:51,Pro,29.00
1526,3318,2025-04-10,2:11:15,Basic,49.00
1527,3325,2025-11-15,4:24:02,Basic,99.00
1528,3325,2025-12-23,4:24:02,Basic,99.00
1529,3327,2025-09-18,10:51:08,Basic,19.00
1530,3329,2025-02-06,10:57:32,Basic,49.00
1531,3329,2025-03-22,10:57:32,Basic,49.00
1532,3330,2025-11-20,6:09:41,Pro,49.00
1533,3330,2025-12-23,6:09:41,Pro,49.00
1534,3335,2025-02-10,12:41:20,Pro,49.00
1535,3336,2025-05-12,8:15:36,Basic,49.00
1536,3338,2025-10-20,12:45:04,Basic,49.00
1537,3346,2025-08-26,4:16:28,Pro,99.00
1538,3358,2025-07-15,7:05:43,Enterprise,19.00
1539,3358,2025-08-17,7:05:43,Enterprise,19.00
1540,3364,2025-12-19,12:21:36,Basic,99.00
1541,3369,2025-08-08,8:26:44,Basic,29.00
1542,3369,2025-09-18,8:26:44,Basic,29.00
1543,3370,2025-06-25,1:15:11,Enterprise,99.00
1544,3370,2025-08-06,1:15:11,Enterprise,99.00
1545,3372,2025-08-15,4:38:24,Pro,19.00
1546,3372,2025-09-23,4:38:24,Pro,19.00
1547,3374,2025-02-16,8:34:44,Pro,49.00
1548,3374,2025-03-23,8:34:44,Pro,49.00
1549,3375,2025-02-28,12:20:23,Pro,19.00
1550,3375,2025-04-04,12:20:23,Pro,19.00
1551,3377,2025-12-24,3:07:51,Basic,19.00
1552,3377,2026-01-21,3:07:51,Basic,19.00
1553,3381,2025-06-03,11:16:16,Pro,29.00
1554,3381,2025-07-12,11:16:16,Pro,29.00
1555,3383,2025-10-10,6:07:46,Pro,49.00
1556,3383,2025-11-14,6:07:46,Pro,49.00
1557,3399,2025-10-04,1:07:18,Basic,49.00
1558,3400,2025-05-31,9:11:14,Enterprise,19.00
1559,3400,2025-06-25,9:11:14,Enterprise,19.00
1560,3401,2025-11-05,7:23:07,Basic,29.00
1561,3401,2025-12-13,7:23:07,Basic,29.00
1562,3405,2025-09-06,10:28:20,Basic,49.00
1563,3405,2025-10-17,10:28:20,Basic,49.00
1564,3406,2025-06-01,6:11:16,Basic,19.00
1565,3408,2025-05-16,6:35:33,Basic,19.00
1566,3408,2025-06-21,6:35:33,Basic,19.00
1567,3410,2025-11-29,8:11:51,Pro,29.00
1568,3410,2025-12-27,8:11:51,Pro,29.00
1569,3411,2026-01-05,2:25:03,Basic,29.00
1570,3411,2026-02-10,2:25:03,Basic,29.00
1571,3412,2025-05-10,9:25:29,Enterprise,19.00
1572,3412,2025-06-04,9:25:29,Enterprise,19.00
1573,3417,2025-12-30,2:54:19,Basic,19.00
1574,3419,2025-11-26,6:21:18,Enterprise,29.00
1575,3419,2026-01-01,6:21:18,Enterprise,29.00
1576,3427,2025-05-29,12:03:14,Basic,49.00
1577,3427,2025-07-12,12:03:14,Basic,49.00
1578,3431,2025-06-08,4:46:59,Basic,29.00
1579,3431,2025-07-15,4:46:59,Basic,29.00
1580,3432,2025-03-28,11:13:17,Pro,19.00
1581,3432,2025-04-30,11:13:17,Pro,19.00
1582,3436,2025-12-19,5:49:45,Basic,99.00
1583,3436,2026-01-18,5:49:45,Basic,99.00
1584,3438,2025-06-16,2:22:53,Basic,19.00
1585,3441,2025-04-20,10:14:44,Pro,29.00
1586,3441,2025-05-20,10:14:44,Pro,29.00
1587,3445,2025-07-02,9:41:59,Enterprise,29.00
1588,3445,2025-07-29,9:41:59,Enterprise,29.00
1589,3446,2025-09-01,6:05:53,Pro,29.00
1590,3447,2025-02-02,8:41:25,Basic,29.00
1591,3447,2025-03-07,8:41:25,Basic,29.00
1592,3450,2025-11-24,10:15:59,Basic,29.00
1593,3450,2026-01-02,10:15:59,Basic,29.00
1594,3451,2025-11-10,1:53:34,Basic,29.00
1595,3451,2025-12-19,1:53:34,Basic,29.00
1596,3454,2026-01-02,4:07:59,Enterprise,29.00
1597,3456,2025-02-08,7:25:21,Basic,49.00
1598,3456,2025-03-07,7:25:21,Basic,49.00
1599,3465,2025-10-06,12:48:24,Pro,99.00
1600,3465,2025-11-16,12:48:24,Pro,99.00
1601,3467,2025-05-20,6:38:50,Pro,49.00
1602,3469,2025-04-27,4:44:43,Basic,29.00
1603,3470,2025-10-27,7:44:57,Pro,19.00
1604,3474,2025-12-06,1:19:25,Pro,99.00
1605,3474,2026-01-13,1:19:25,Pro,99.00
1606,3476,2025-08-12,10:39:16,Basic,49.00
1607,3476,2025-09-15,10:39:16,Basic,49.00
1608,3478,2025-04-25,6:35:11,Basic,29.00
1609,3478,2025-05-28,6:35:11,Basic,29.00
1610,3483,2025-01-17,7:53:56,Basic,49.00
1611,3483,2025-03-02,7:53:56,Basic,49.00
1612,3486,2025-08-27,8:13:17,Pro,29.00
1613,3486,2025-10-03,8:13:17,Pro,29.00
1614,3487,2025-04-26,4:07:18,Basic,19.00
1615,3487,2025-05-24,4:07:18,Basic,19.00
1616,3491,2025-09-23,7:00:56,Basic,29.00
1617,3491,2025-10-26,7:00:56,Basic,29.00
1618,3492,2025-09-18,6:26:54,Basic,99.00
1619,3492,2025-10-19,6:26:54,Basic,99.00
1620,3494,2025-06-21,11:15:32,Basic,19.00
1621,3495,2025-09-13,3:15:24,Basic,29.00
1622,3500,2025-04-22,8:24:07,Enterprise,19.00
1623,3502,2025-06-29,3:00:22,Pro,99.00
1624,3502,2025-08-09,3:00:22,Pro,99.00
1625,3503,2025-03-02,2:12:38,Basic,49.00
1626,3503,2025-04-05,2:12:38,Basic,49.00
1627,3504,2025-12-17,3:17:51,Basic,49.00
1628,3504,2026-01-17,3:17:51,Basic,49.00
1629,3509,2025-07-19,5:47:04,Basic,29.00
1630,3509,2025-08-17,5:47:04,Basic,29.00
1631,3510,2025-02-18,1:02:19,Pro,29.00
1632,3510,2025-03-20,1:02:19,Pro,29.00
1633,3511,2025-08-10,8:53:48,Pro,29.00
1634,3512,2025-04-07,7:59:08,Basic,29.00
1635,3515,2025-12-29,11:44:28,Pro,49.00
1636,3515,2026-02-09,11:44:28,Pro,49.00
1637,3518,2025-11-22,10:48:19,Basic,49.00
1638,3518,2025-12-26,10:48:19,Basic,49.00
1639,3521,2025-05-28,10:44:46,Basic,49.00
1640,3526,2025-12-03,10:32:11,Pro,99.00
1641,3528,2026-01-21,5:54:29,Pro,49.00
1642,3529,2025-06-21,7:34:02,Pro,29.00
1643,3538,2025-06-25,4:28:06,Pro,49.00
1644,3540,2025-02-01,8:15:25,Pro,49.00
1645,3540,2025-03-01,8:15:25,Pro,49.00
1646,3546,2025-08-12,11:00:52,Pro,19.00
1647,3551,2025-04-07,12:22:39,Basic,29.00
1648,3551,2025-05-15,12:22:39,Basic,29.00
1649,3556,2025-10-27,7:58:31,Basic,99.00
1650,3557,2025-12-01,7:45:38,Enterprise,29.00
1651,3560,2025-06-21,8:56:09,Pro,99.00
1652,3562,2025-03-03,6:25:46,Basic,99.00
1653,3562,2025-04-15,6:25:46,Basic,99.00
1654,3568,2025-12-07,2:34:14,Basic,99.00
1655,3568,2026-01-06,2:34:14,Basic,99.00
1656,3570,2025-02-17,2:02:02,Pro,19.00
1657,3570,2025-03-15,2:02:02,Pro,19.00
1658,3573,2025-02-03,10:04:31,Basic,49.00
1659,3574,2025-05-17,8:27:56,Basic,19.00
1660,3574,2025-06-13,8:27:56,Basic,19.00
1661,3575,2025-03-05,8:59:15,Pro,19.00
1662,3575,2025-04-18,8:59:15,Pro,19.00
1663,3577,2025-08-26,3:27:37,Basic,29.00
1664,3578,2025-06-20,11:48:41,Basic,19.00
1665,3579,2025-07-27,3:47:05,Pro,49.00
1666,3579,2025-09-07,3:47:05,Pro,49.00
1667,3581,2025-09-08,10:52:59,Pro,29.00
1668,3581,2025-10-09,10:52:59,Pro,29.00
1669,3582,2025-07-12,6:53:04,Basic,49.00
1670,3582,2025-08-14,6:53:04,Basic,49.00
1671,3585,2025-09-25,11:45:37,Basic,29.00
1672,3589,2025-12-10,12:54:34,Pro,99.00
1673,3589,2026-01-19,12:54:34,Pro,99.00
1674,3590,2025-11-27,10:01:51,Pro,19.00
1675,3591,2025-01-30,9:31:30,Pro,29.00
1676,3591,2025-03-03,9:31:30,Pro,29.00
1677,3595,2025-04-08,1:26:15,Basic,29.00
1678,3595,2025-05-18,1:26:15,Basic,29.00
1679,3596,2025-05-07,9:59:46,Pro,49.00
1680,3598,2025-03-15,6:37:55,Pro,49.00
1681,3600,2025-06-19,10:49:32,Basic,49.00
1682,3600,2025-07-19,10:49:32,Basic,49.00
1683,3602,2025-07-15,2:01:55,Pro,19.00
1684,3602,2025-08-27,2:01:55,Pro,19.00
1685,3604,2025-06-30,4:24:55,Enterprise,29.00
1686,3605,2025-11-26,6:18:29,Basic,49.00
1687,3607,2025-09-18,1:38:33,Basic,29.00
1688,3608,2025-03-04,6:34:12,Pro,29.00
1689,3608,2025-04-17,6:34:12,Pro,29.00
1690,3609,2025-12-25,3:10:29,Pro,29.00
1691,3609,2026-01-21,3:10:29,Pro,29.00
1692,3619,2025-04-09,2:47:23,Basic,19.00
1693,3619,2025-05-20,2:47:23,Basic,19.00
1694,3621,2025-09-09,3:30:52,Basic,19.00
1695,3622,2026-01-11,2:43:31,Basic,29.00
1696,3622,2026-02-11,2:43:31,Basic,29.00
1697,3624,2025-05-06,1:58:14,Pro,19.00
1698,3624,2025-06-06,1:58:14,Pro,19.00
1699,3625,2026-01-07,4:45:58,Pro,29.00
1700,3625,2026-02-16,4:45:58,Pro,29.00
1701,3627,2025-05-02,4:41:00,Pro,29.00
1702,3630,2025-05-15,11:57:11,Pro,19.00
1703,3633,2025-12-12,11:59:53,Basic,49.00
1704,3633,2026-01-08,11:59:53,Basic,49.00
