"user_id";"signup_date";"time";"acquisition_channel";"device_type";"country";"user_segment";"age_group";"rn"
1355;"2025-04-04";"07:07:13";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
1356;"2025-03-18";"07:55:55";"Paid Ads";"Desktop";"Nigeria";"Free";"35-44";1
1357;"2025-07-30";"04:53:54";"Organic";"Mobile";"Nigeria";"Premium";"35-44";1
1358;"2025-07-18";"03:43:30";"Referral";"Desktop";"Nigeria";"Free";"18-24";1
1359;"2025-08-16";"09:29:36";"Organic";"Mobile";"Kenya";"Free";"18-24";1
1360;"2025-02-12";"07:52:07";"Paid Ads";"Desktop";"Nigeria";"Free";"18-24";1
1361;"2025-05-22";"12:04:15";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
1362;"2025-07-26";"07:48:37";"Organic";"Mobile";"Ghana";"Premium";"25-34";1
1363;"2025-02-03";"03:05:31";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
1364;"2025-10-20";"08:34:07";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
1365;"2025-01-14";"03:32:44";"Referral";"Mobile";"Kenya";"Free";"35-44";1
1366;"2025-12-12";"11:27:03";"Social";"Tablet";"Nigeria";"Free";"35-44";1
1367;"2025-05-11";"10:37:28";"Paid Ads";"Tablet";"Nigeria";"Free";"18-24";1
1368;"2025-01-25";"10:49:08";"Paid Ads";"Desktop";"Kenya";"Free";"18-24";1
1369;"2025-10-11";"09:52:13";"Social";"Mobile";"Ghana";"Free";"18-24";1
1370;"2025-05-13";"08:03:07";"Organic";"Desktop";"Ghana";"Premium";"35-44";1
1371;"2025-08-28";"02:41:38";"Organic";"Mobile";"USA";"Free";"25-34";1
1372;"2025-11-01";"02:32:52";"Referral";"Mobile";"South Africa";"Free";"45+";1
1373;"2025-11-30";"10:16:04";"Referral";"Tablet";"South Africa";"Free";"35-44";1
1374;"2025-04-14";"03:14:12";"Referral";"Tablet";"Nigeria";"Free";"35-44";1
1375;"2025-07-03";"10:56:18";"Paid Ads";"Tablet";"UK";"Free";"18-24";1
1376;"2025-02-26";"09:46:34";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
1377;"2025-02-17";"12:41:49";"Paid Ads";"Mobile";"South Africa";"Premium";"45+";1
1378;"2025-03-22";"08:07:25";"Organic";"Mobile";"Kenya";"Free";"18-24";1
1379;"2025-12-28";"07:02:27";"Organic";"Mobile";"Ghana";"Free";"25-34";1
1380;"2025-03-07";"06:11:36";"Referral";"Mobile";"USA";"Free";"25-34";1
1381;"2025-04-20";"09:20:44";"Organic";"Mobile";"USA";"Free";"25-34";1
1382;"2025-04-28";"06:32:09";"Referral";"Desktop";"Nigeria";"Free";"35-44";1
1383;"2025-01-04";"11:28:24";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
1384;"2025-06-13";"06:33:53";"Paid Ads";"Desktop";"UK";"Free";"35-44";1
1385;"2025-07-23";"06:49:11";"Organic";"Desktop";"South Africa";"Free";"25-34";1
1386;"2025-11-26";"09:10:31";"Organic";"Mobile";"Kenya";"Free";"25-34";1
1387;"2025-03-23";"06:31:02";"Organic";"Mobile";"UK";"Free";"35-44";1
1388;"2025-05-22";"10:09:43";"Social";"Desktop";"Ghana";"Premium";"45+";1
1389;"2025-07-04";"03:47:25";"Referral";"Mobile";"USA";"Premium";"45+";1
1390;"2025-03-03";"03:23:11";"Paid Ads";"Mobile";"South Africa";"Premium";"35-44";1
1391;"2025-03-28";"02:37:38";"Organic";"Mobile";"South Africa";"Free";"25-34";1
1392;"2025-10-12";"04:46:52";"Social";"Mobile";"South Africa";"Free";"18-24";1
1393;"2025-12-08";"08:08:05";"Organic";"Desktop";"UK";"Free";"18-24";1
1394;"2025-05-02";"05:16:16";"Organic";"Desktop";"Ghana";"Premium";"18-24";1
1395;"2025-09-27";"12:33:26";"Paid Ads";"Tablet";"Ghana";"Free";"25-34";1
1396;"2025-03-03";"08:57:34";"Social";"Mobile";"USA";"Free";"18-24";1
1397;"2025-05-16";"05:33:02";"Organic";"Mobile";"Ghana";"Free";"18-24";1
1398;"2025-12-23";"02:38:24";"Organic";"Desktop";"Kenya";"Premium";"18-24";1
1399;"2025-08-10";"08:56:56";"Social";"Mobile";"Ghana";"Premium";"25-34";1
1400;"2025-08-07";"09:30:56";"Organic";"Mobile";"Ghana";"Free";"18-24";1
1401;"2025-02-26";"12:34:40";"Organic";"Tablet";"Nigeria";"Premium";"35-44";1
1402;"2025-12-02";"02:34:22";"Paid Ads";"Desktop";"South Africa";"Free";"25-34";1
1403;"2025-02-23";"02:57:58";"Referral";"Tablet";"UK";"Free";"25-34";1
1404;"2025-01-31";"04:44:49";"Paid Ads";"Mobile";"South Africa";"Free";"35-44";1
1405;"2025-12-08";"05:12:45";"Social";"Mobile";"UK";"Free";"18-24";1
1406;"2025-07-24";"06:17:24";"Paid Ads";"Desktop";"Kenya";"Free";"45+";1
1407;"2025-12-01";"12:59:19";"Organic";"Mobile";"USA";"Premium";"25-34";1
1408;"2025-03-05";"10:20:23";"Social";"Desktop";"Nigeria";"Free";"18-24";1
1409;"2025-12-17";"11:34:10";"Paid Ads";"Mobile";"Nigeria";"Premium";"25-34";1
1410;"2025-08-07";"05:50:30";"Organic";"Desktop";"Kenya";"Free";"35-44";1
1411;"2025-02-04";"11:57:57";"Paid Ads";"Desktop";"South Africa";"Free";"25-34";1
1412;"2025-04-26";"10:19:49";"Organic";"Mobile";"Kenya";"Free";"18-24";1
1413;"2025-08-22";"04:19:14";"Organic";"Mobile";"Nigeria";"Premium";"45+";1
1414;"2025-05-15";"02:49:42";"Organic";"Desktop";"Ghana";"Free";"35-44";1
1415;"2025-07-18";"04:14:42";"Paid Ads";"Desktop";"Kenya";"Free";"35-44";1
1416;"2025-04-12";"01:35:03";"Referral";"Mobile";"Ghana";"Free";"35-44";1
1417;"2025-06-11";"01:53:45";"Paid Ads";"Desktop";"UK";"Premium";"35-44";1
1418;"2025-11-18";"02:34:39";"Social";"Mobile";"UK";"Free";"18-24";1
1419;"2025-05-13";"03:21:23";"Organic";"Mobile";"Kenya";"Free";"25-34";1
1420;"2025-04-09";"04:42:54";"Organic";"Mobile";"South Africa";"Free";"35-44";1
1421;"2025-06-30";"09:42:06";"Organic";"Tablet";"Kenya";"Free";"18-24";1
1422;"2025-05-24";"10:14:52";"Organic";"Mobile";"USA";"Free";"18-24";1
1423;"2025-10-06";"08:50:40";"Organic";"Mobile";"USA";"Free";"18-24";1
1424;"2025-04-20";"09:56:03";"Referral";"Desktop";"Kenya";"Premium";"18-24";1
1425;"2025-12-19";"05:49:17";"Social";"Mobile";"Nigeria";"Free";"18-24";1
1426;"2025-12-06";"10:22:30";"Social";"Mobile";"Nigeria";"Free";"35-44";1
1427;"2025-05-22";"02:16:58";"Organic";"Mobile";"Kenya";"Free";"35-44";1
1428;"2025-01-10";"03:51:56";"Referral";"Desktop";"South Africa";"Premium";"18-24";1
1429;"2025-10-06";"10:20:21";"Organic";"Mobile";"Ghana";"Free";"35-44";1
1430;"2025-04-30";"11:02:16";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
1431;"2025-12-16";"04:33:36";"Referral";"Desktop";"Ghana";"Premium";"18-24";1
1432;"2025-11-07";"03:45:00";"Paid Ads";"Desktop";"USA";"Free";"18-24";1
1433;"2025-10-11";"06:08:36";"Organic";"Desktop";"Ghana";"Free";"18-24";1
1434;"2025-09-13";"05:37:30";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
1435;"2025-03-29";"10:19:34";"Organic";"Mobile";"South Africa";"Free";"25-34";1
1436;"2025-05-05";"10:10:40";"Referral";"Desktop";"South Africa";"Premium";"18-24";1
1437;"2025-04-24";"11:03:25";"Paid Ads";"Tablet";"USA";"Premium";"18-24";1
1438;"2025-12-03";"01:38:11";"Social";"Mobile";"Kenya";"Free";"45+";1
1439;"2025-05-06";"10:09:05";"Organic";"Mobile";"Kenya";"Free";"35-44";1
1440;"2025-08-19";"11:06:49";"Organic";"Mobile";"South Africa";"Free";"25-34";1
1441;"2025-03-31";"04:18:12";"Paid Ads";"Mobile";"South Africa";"Free";"45+";1
1442;"2025-03-29";"06:29:14";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
1443;"2025-08-19";"10:07:05";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
1444;"2025-02-11";"10:22:24";"Referral";"Mobile";"South Africa";"Free";"25-34";1
1445;"2025-09-03";"06:49:25";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1446;"2025-02-16";"11:11:33";"Social";"Mobile";"Nigeria";"Free";"35-44";1
1447;"2025-09-18";"01:14:52";"Referral";"Desktop";"Ghana";"Premium";"35-44";1
1448;"2025-04-03";"11:21:02";"Referral";"Desktop";"Nigeria";"Free";"18-24";1
1449;"2025-09-07";"11:18:06";"Paid Ads";"Tablet";"Nigeria";"Free";"18-24";1
1450;"2025-05-15";"07:57:23";"Referral";"Mobile";"UK";"Free";"25-34";1
1451;"2025-12-07";"03:19:08";"Organic";"Mobile";"Ghana";"Free";"35-44";1
1452;"2025-04-05";"05:05:27";"Organic";"Tablet";"Nigeria";"Free";"18-24";1
1453;"2025-04-30";"01:47:31";"Organic";"Desktop";"South Africa";"Free";"25-34";1
1454;"2025-11-28";"04:25:27";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
1455;"2025-04-24";"06:06:06";"Organic";"Mobile";"Nigeria";"Premium";"18-24";1
1456;"2025-01-21";"09:31:08";"Social";"Mobile";"Kenya";"Free";"35-44";1
1457;"2025-09-02";"04:12:55";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
1458;"2025-03-15";"01:37:08";"Organic";"Mobile";"USA";"Free";"25-34";1
1459;"2025-09-04";"01:11:56";"Paid Ads";"Tablet";"Nigeria";"Free";"35-44";1
1460;"2025-05-14";"03:58:38";"Organic";"Mobile";"UK";"Free";"25-34";1
1461;"2025-05-15";"11:23:47";"Organic";"Desktop";"UK";"Free";"18-24";1
1462;"2025-06-24";"02:43:23";"Organic";"Desktop";"USA";"Free";"45+";1
1463;"2025-08-11";"12:51:56";"Paid Ads";"Desktop";"Kenya";"Free";"18-24";1
1464;"2025-05-03";"10:53:53";"Paid Ads";"Desktop";"USA";"Free";"25-34";1
1465;"2025-07-08";"06:09:30";"Referral";"Tablet";"USA";"Free";"25-34";1
1466;"2025-01-26";"11:31:42";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1467;"2025-08-22";"06:36:34";"Paid Ads";"Tablet";"South Africa";"Free";"25-34";1
1468;"2025-11-17";"01:17:38";"Organic";"Desktop";"Nigeria";"Premium";"25-34";1
1469;"2025-05-30";"01:05:39";"Organic";"Mobile";"Ghana";"Free";"18-24";1
1470;"2025-02-07";"12:51:47";"Referral";"Desktop";"South Africa";"Free";"25-34";1
1471;"2025-09-18";"01:26:49";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
1472;"2025-03-31";"10:21:30";"Organic";"Tablet";"UK";"Premium";"18-24";1
1473;"2025-09-20";"10:31:54";"Referral";"Mobile";"Nigeria";"Premium";"25-34";1
1474;"2025-07-04";"05:39:16";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
1475;"2025-11-19";"10:29:39";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
1476;"2025-05-04";"10:58:18";"Organic";"Mobile";"Ghana";"Free";"25-34";1
1477;"2025-10-23";"06:22:53";"Social";"Mobile";"Nigeria";"Free";"25-34";1
1478;"2025-04-20";"09:22:17";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1479;"2025-11-24";"10:18:15";"Referral";"Desktop";"UK";"Free";"25-34";1
1480;"2025-09-19";"07:31:49";"Paid Ads";"Mobile";"Nigeria";"Free";"45+";1
1481;"2025-09-02";"04:41:41";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
1482;"2025-04-30";"11:54:47";"Social";"Mobile";"USA";"Free";"35-44";1
1483;"2025-03-27";"02:15:50";"Social";"Mobile";"Nigeria";"Free";"18-24";1
1484;"2025-02-23";"02:32:14";"Organic";"Mobile";"UK";"Free";"35-44";1
1485;"2025-11-29";"01:05:29";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1486;"2025-08-04";"11:18:05";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
1487;"2025-05-10";"03:32:58";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
1488;"2025-02-09";"06:30:35";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
1489;"2025-06-10";"11:56:09";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
1490;"2025-01-15";"12:46:04";"Social";"Mobile";"USA";"Free";"18-24";1
1491;"2025-10-11";"08:35:51";"Organic";"Mobile";"USA";"Free";"35-44";1
1492;"2025-10-20";"05:28:29";"Paid Ads";"Mobile";"Kenya";"Free";"35-44";1
1493;"2025-12-17";"04:32:17";"Social";"Desktop";"Ghana";"Premium";"25-34";1
1494;"2025-04-14";"08:37:44";"Social";"Desktop";"UK";"Premium";"25-34";1
1495;"2025-10-27";"12:48:32";"Organic";"Mobile";"Kenya";"Premium";"25-34";1
1496;"2025-04-05";"12:56:14";"Organic";"Mobile";"Nigeria";"Premium";"18-24";1
1497;"2025-03-09";"09:22:03";"Paid Ads";"Desktop";"Kenya";"Free";"18-24";1
1498;"2025-12-16";"05:37:46";"Organic";"Mobile";"UK";"Premium";"25-34";1
1499;"2025-01-05";"08:02:19";"Social";"Desktop";"UK";"Free";"25-34";1
1500;"2025-02-02";"07:40:27";"Social";"Tablet";"Nigeria";"Premium";"25-34";1
1501;"2025-11-05";"09:30:11";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
1502;"2025-08-22";"01:01:35";"Organic";"Desktop";"USA";"Premium";"25-34";1
1503;"2025-08-03";"12:40:35";"Organic";"Desktop";"Nigeria";"Free";"45+";1
1504;"2025-02-20";"07:27:00";"Social";"Desktop";"UK";"Free";"18-24";1
1505;"2025-01-02";"12:55:19";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
1506;"2025-07-24";"11:45:11";"Paid Ads";"Desktop";"UK";"Free";"25-34";1
1507;"2025-05-26";"03:17:18";"Paid Ads";"Desktop";"USA";"Free";"45+";1
1508;"2025-07-23";"09:19:37";"Paid Ads";"Mobile";"Nigeria";"Premium";"25-34";1
1509;"2025-07-10";"10:54:40";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
1510;"2025-10-25";"01:28:59";"Organic";"Desktop";"South Africa";"Premium";"35-44";1
1511;"2025-12-27";"07:02:54";"Social";"Mobile";"Nigeria";"Premium";"18-24";1
1512;"2025-09-14";"03:14:01";"Social";"Desktop";"Kenya";"Free";"25-34";1
1513;"2025-11-16";"05:11:36";"Referral";"Tablet";"Ghana";"Free";"25-34";1
1514;"2025-04-23";"03:07:33";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
1515;"2025-12-15";"09:32:34";"Organic";"Tablet";"Kenya";"Free";"18-24";1
1516;"2025-04-13";"08:42:04";"Paid Ads";"Desktop";"UK";"Free";"18-24";1
1517;"2025-05-14";"10:41:17";"Organic";"Mobile";"Ghana";"Free";"18-24";1
1518;"2025-08-21";"02:52:23";"Social";"Desktop";"Kenya";"Free";"35-44";1
1519;"2025-12-08";"07:14:48";"Paid Ads";"Mobile";"Ghana";"Free";"45+";1
1520;"2025-03-07";"02:31:49";"Organic";"Mobile";"UK";"Free";"18-24";1
1521;"2025-09-08";"12:35:22";"Social";"Mobile";"South Africa";"Free";"18-24";1
1522;"2025-02-10";"05:49:10";"Social";"Mobile";"Nigeria";"Premium";"45+";1
1523;"2025-07-10";"12:50:08";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
1524;"2025-12-07";"12:47:41";"Paid Ads";"Mobile";"UK";"Free";"35-44";1
1525;"2025-03-18";"02:35:16";"Organic";"Desktop";"UK";"Free";"18-24";1
1526;"2025-01-24";"04:12:04";"Organic";"Desktop";"Ghana";"Premium";"35-44";1
1527;"2025-03-14";"11:28:25";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
1528;"2025-05-28";"04:07:09";"Paid Ads";"Mobile";"South Africa";"Free";"18-24";1
1529;"2025-11-26";"05:55:47";"Social";"Desktop";"UK";"Free";"18-24";1
1530;"2025-03-19";"05:08:38";"Paid Ads";"Desktop";"Kenya";"Premium";"18-24";1
1531;"2025-04-12";"12:07:20";"Organic";"Tablet";"Nigeria";"Premium";"18-24";1
1532;"2025-07-19";"09:43:28";"Paid Ads";"Mobile";"South Africa";"Free";"45+";1
1533;"2025-05-15";"03:48:14";"Organic";"Desktop";"UK";"Free";"25-34";1
1534;"2025-02-12";"09:08:05";"Referral";"Mobile";"Nigeria";"Free";"35-44";1
1535;"2025-09-06";"05:19:50";"Paid Ads";"Desktop";"South Africa";"Free";"35-44";1
1536;"2025-11-02";"09:57:06";"Organic";"Mobile";"Ghana";"Free";"25-34";1
1537;"2025-09-23";"08:24:07";"Organic";"Mobile";"Ghana";"Free";"25-34";1
1538;"2025-11-11";"06:14:38";"Referral";"Mobile";"Ghana";"Premium";"18-24";1
1539;"2025-01-29";"02:19:00";"Organic";"Mobile";"Ghana";"Premium";"25-34";1
1540;"2025-03-08";"12:54:06";"Referral";"Mobile";"Nigeria";"Free";"45+";1
1541;"2025-04-01";"04:26:48";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
1542;"2025-04-13";"12:14:44";"Organic";"Desktop";"Ghana";"Free";"25-34";1
1543;"2025-12-18";"01:30:48";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
1544;"2025-03-05";"12:41:45";"Social";"Mobile";"Ghana";"Premium";"25-34";1
1545;"2025-10-25";"04:33:55";"Social";"Mobile";"Ghana";"Premium";"25-34";1
1546;"2025-11-22";"02:23:52";"Organic";"Tablet";"Nigeria";"Free";"35-44";1
1547;"2025-08-19";"06:13:08";"Organic";"Mobile";"South Africa";"Free";"18-24";1
1548;"2025-04-18";"07:49:45";"Organic";"Mobile";"South Africa";"Premium";"35-44";1
1549;"2025-09-25";"03:38:16";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
1550;"2025-01-09";"04:44:18";"Paid Ads";"Desktop";"South Africa";"Premium";"18-24";1
1551;"2025-01-22";"11:25:39";"Social";"Mobile";"USA";"Free";"25-34";1
1552;"2025-02-11";"11:59:20";"Social";"Mobile";"Kenya";"Free";"25-34";1
1553;"2025-07-25";"10:57:29";"Organic";"Desktop";"Ghana";"Free";"18-24";1
1554;"2025-10-15";"11:27:06";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
1555;"2025-02-23";"10:43:49";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
1556;"2025-10-05";"01:08:17";"Referral";"Mobile";"Nigeria";"Free";"45+";1
1557;"2025-08-25";"06:01:42";"Organic";"Mobile";"UK";"Premium";"25-34";1
1558;"2025-09-06";"05:34:09";"Organic";"Tablet";"Kenya";"Free";"35-44";1
1559;"2025-01-08";"11:39:06";"Paid Ads";"Desktop";"Nigeria";"Free";"18-24";1
1560;"2025-05-06";"09:45:05";"Organic";"Mobile";"UK";"Premium";"18-24";1
1561;"2025-07-08";"08:07:54";"Organic";"Mobile";"Nigeria";"Premium";"45+";1
1562;"2025-10-12";"06:30:40";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
1563;"2025-02-26";"05:00:47";"Paid Ads";"Mobile";"Kenya";"Premium";"18-24";1
1564;"2025-10-19";"01:04:42";"Organic";"Desktop";"Kenya";"Premium";"25-34";1
1565;"2025-03-21";"08:54:18";"Organic";"Tablet";"South Africa";"Free";"25-34";1
1566;"2025-12-21";"06:51:23";"Organic";"Mobile";"Kenya";"Free";"25-34";1
1567;"2025-11-20";"02:10:02";"Referral";"Mobile";"Kenya";"Free";"35-44";1
1568;"2025-12-01";"12:48:50";"Referral";"Desktop";"USA";"Free";"35-44";1
1569;"2025-10-28";"04:44:37";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
1570;"2025-08-13";"07:00:39";"Paid Ads";"Tablet";"UK";"Free";"25-34";1
1571;"2025-12-30";"08:27:04";"Social";"Desktop";"USA";"Premium";"18-24";1
1572;"2025-04-11";"05:21:10";"Organic";"Tablet";"South Africa";"Free";"35-44";1
1573;"2025-03-14";"02:53:39";"Organic";"Mobile";"Ghana";"Free";"25-34";1
1574;"2025-08-30";"05:43:33";"Organic";"Mobile";"South Africa";"Free";"45+";1
1575;"2025-11-05";"04:42:28";"Organic";"Mobile";"UK";"Free";"35-44";1
1576;"2025-08-02";"10:38:15";"Organic";"Mobile";"South Africa";"Free";"18-24";1
1577;"2025-04-12";"07:37:04";"Social";"Mobile";"Nigeria";"Free";"35-44";1
1578;"2025-05-31";"01:41:04";"Paid Ads";"Tablet";"UK";"Free";"25-34";1
1579;"2025-12-17";"08:46:20";"Paid Ads";"Desktop";"UK";"Premium";"18-24";1
1580;"2025-03-05";"10:53:50";"Social";"Desktop";"UK";"Free";"25-34";1
1581;"2025-07-26";"06:44:58";"Organic";"Mobile";"Nigeria";"Premium";"45+";1
1582;"2025-12-28";"02:38:13";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
1583;"2025-08-03";"11:17:45";"Paid Ads";"Desktop";"Nigeria";"Free";"35-44";1
1584;"2025-09-20";"01:37:31";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
1585;"2025-03-28";"03:49:05";"Organic";"Tablet";"Nigeria";"Free";"25-34";1
1586;"2025-12-29";"06:10:28";"Paid Ads";"Mobile";"Kenya";"Premium";"35-44";1
1587;"2025-03-11";"06:18:46";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
1588;"2025-04-12";"02:21:04";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
1589;"2025-07-01";"02:27:31";"Paid Ads";"Desktop";"UK";"Free";"18-24";1
1590;"2025-10-19";"12:00:40";"Organic";"Desktop";"USA";"Free";"25-34";1
1591;"2025-12-01";"04:42:24";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
1592;"2025-11-05";"03:14:27";"Paid Ads";"Mobile";"South Africa";"Premium";"35-44";1
1593;"2025-01-28";"10:02:29";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
1594;"2025-04-03";"11:41:09";"Social";"Mobile";"Nigeria";"Premium";"35-44";1
1595;"2025-12-26";"03:22:03";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
1596;"2025-09-07";"09:06:06";"Organic";"Mobile";"UK";"Free";"18-24";1
1597;"2025-08-21";"11:31:08";"Referral";"Mobile";"UK";"Free";"25-34";1
1598;"2025-08-26";"09:14:15";"Paid Ads";"Desktop";"South Africa";"Free";"18-24";1
1599;"2025-04-20";"02:45:04";"Organic";"Mobile";"USA";"Free";"18-24";1
1600;"2025-05-16";"06:10:14";"Referral";"Desktop";"Nigeria";"Free";"35-44";1
1601;"2025-03-23";"06:38:56";"Referral";"Mobile";"Nigeria";"Premium";"25-34";1
1602;"2025-09-18";"10:49:03";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
1603;"2025-08-16";"11:57:00";"Organic";"Mobile";"UK";"Free";"25-34";1
1604;"2025-11-29";"05:11:57";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
1605;"2025-02-09";"06:31:14";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1606;"2025-04-12";"01:33:46";"Organic";"Desktop";"Ghana";"Free";"35-44";1
1607;"2025-05-25";"12:12:39";"Organic";"Tablet";"Nigeria";"Free";"18-24";1
1608;"2025-08-10";"05:12:29";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
1609;"2025-11-04";"03:33:51";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
1610;"2025-12-29";"02:28:45";"Referral";"Tablet";"Nigeria";"Premium";"18-24";1
1611;"2025-08-06";"11:06:04";"Paid Ads";"Mobile";"Ghana";"Premium";"25-34";1
1612;"2025-09-21";"10:45:00";"Paid Ads";"Desktop";"South Africa";"Free";"25-34";1
1613;"2025-05-16";"12:11:08";"Organic";"Tablet";"Nigeria";"Free";"35-44";1
1614;"2025-06-14";"09:16:13";"Referral";"Tablet";"Nigeria";"Free";"25-34";1
1615;"2025-01-02";"04:24:47";"Organic";"Mobile";"UK";"Premium";"18-24";1
1616;"2025-04-27";"09:04:39";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
1617;"2025-03-17";"08:47:14";"Paid Ads";"Mobile";"Ghana";"Free";"25-34";1
1618;"2025-09-06";"12:03:29";"Referral";"Desktop";"Kenya";"Free";"25-34";1
1619;"2025-05-09";"03:57:52";"Social";"Tablet";"Nigeria";"Premium";"35-44";1
1620;"2025-04-14";"09:36:13";"Paid Ads";"Desktop";"USA";"Free";"18-24";1
1621;"2025-05-06";"04:20:02";"Organic";"Desktop";"South Africa";"Free";"45+";1
1622;"2025-09-01";"03:27:42";"Social";"Desktop";"Nigeria";"Free";"25-34";1
1623;"2025-07-29";"07:00:01";"Paid Ads";"Desktop";"Kenya";"Free";"25-34";1
1624;"2025-02-17";"08:41:37";"Organic";"Desktop";"Kenya";"Premium";"45+";1
1625;"2025-09-06";"08:46:45";"Organic";"Desktop";"Nigeria";"Premium";"35-44";1
1626;"2025-12-06";"04:36:43";"Referral";"Mobile";"USA";"Free";"18-24";1
1627;"2025-08-13";"11:04:16";"Organic";"Mobile";"USA";"Free";"25-34";1
1628;"2025-04-26";"02:30:09";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
1629;"2025-08-28";"07:47:41";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
1630;"2025-04-09";"04:57:09";"Organic";"Mobile";"UK";"Free";"35-44";1
1631;"2025-05-12";"03:59:58";"Paid Ads";"Desktop";"Nigeria";"Premium";"25-34";1
1632;"2025-12-03";"12:54:27";"Organic";"Desktop";"South Africa";"Free";"18-24";1
1633;"2025-04-22";"09:10:24";"Paid Ads";"Tablet";"Ghana";"Free";"25-34";1
1634;"2025-07-11";"01:59:35";"Paid Ads";"Mobile";"Ghana";"Premium";"18-24";1
1635;"2025-04-30";"07:59:24";"Paid Ads";"Desktop";"UK";"Premium";"25-34";1
1636;"2025-09-16";"12:56:22";"Referral";"Mobile";"UK";"Free";"25-34";1
1637;"2025-09-02";"09:57:58";"Referral";"Tablet";"USA";"Free";"25-34";1
1638;"2025-11-06";"08:53:22";"Referral";"Mobile";"Kenya";"Free";"25-34";1
1639;"2025-01-11";"07:37:03";"Organic";"Desktop";"USA";"Premium";"18-24";1
1640;"2025-11-28";"09:47:53";"Organic";"Desktop";"Nigeria";"Free";"45+";1
1641;"2025-12-09";"12:00:09";"Paid Ads";"Mobile";"Nigeria";"Premium";"25-34";1
1642;"2025-05-12";"07:10:10";"Social";"Tablet";"Nigeria";"Free";"25-34";1
1643;"2025-06-17";"05:59:09";"Referral";"Desktop";"Ghana";"Free";"45+";1
1644;"2025-06-06";"03:18:57";"Referral";"Mobile";"Nigeria";"Free";"35-44";1
1645;"2025-04-05";"11:43:55";"Organic";"Mobile";"UK";"Free";"18-24";1
1646;"2025-12-07";"02:46:56";"Paid Ads";"Mobile";"Ghana";"Premium";"25-34";1
1647;"2025-07-04";"09:04:22";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
1648;"2025-04-28";"06:15:18";"Organic";"Desktop";"UK";"Free";"18-24";1
1649;"2025-11-07";"10:51:11";"Organic";"Tablet";"USA";"Free";"18-24";1
1650;"2025-08-09";"06:39:45";"Social";"Mobile";"Ghana";"Free";"25-34";1
1651;"2025-05-13";"10:08:28";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
1652;"2025-03-28";"05:20:07";"Organic";"Mobile";"USA";"Premium";"35-44";1
1653;"2025-01-07";"08:44:48";"Organic";"Mobile";"UK";"Free";"18-24";1
